,correct,wrong
503,کشور عراق یکی از بزرگترین کشورهای آسیا است. عراق در قارهی آسیا قرار دارد. شهر بغداد پایتخت عراق است. شهر بغداد بزرگترین و پر جمعیتترین شهرهای عراق است. آب و هوای عراق در فصل تابستان گرم تر است. و در فصل زمستان سردتر است. شهر بابل و شهر موصل آثار تاریخی و قدیمی خیلی زیادی دارند. هر شهر عراق لهجهای مخصوص دارد. در عراق اقوام متعددی مثل: کرد، عرب، بلوچ، آرمنی وجود میکنند زبان عربی در کشور عراق زبان رسمی است. نه تنها در عراق زبان عربی است بلکه در بحرین، کویت، امارات، سوریه و لبنان هم زبان رسمی است . هر شهر غذاهای مخصوص دارد. آب و هوای هر منطقه با آن ارتباط دارد. غذاهای عراق خوشمزه و خوش طعم است. هنوز هم مزهی غذاهای عراق زیر دندانم است. حتما شما باید غذاهای عراق را دست کم یک بار امتحان کنید.,کشور عراق یکی از بزرگترین کشورها آسیا است. عراق در قارهی آسیا قرار دارد. شهر بغداد پایتخت عراق است. شهر بغداد بزرگتر و پر جمعیتتر شهرهای عراق است. آب و هوا عراق در فصل تابستان گرم تر است. و در فصل زمستان سردتر است. شهر بابل و شهر موصل آثار تاریخی و قدیمی خیلی زیادی دارند. هر شهر عراق لهجهای مخصوص دارد. در عراق اقوام متعددی مثل: کرد، عرب، بلوچ، آرمنی دارند. زبان عربی در کشور عراق زبان رسمی است. نه تنها عراق زبان عربی است بلکه بحرین، کویت، امارات، سوریه و لبنان هم زبان رسمی هستند . هر شهر غذاهای مخصوص دارد. آب و هوا هر منطقهی با آن ارتباط دارد. غذاهای عراق خوشمزه و خوش طعم است. هنوز هم مزهی غذاهای عراق زیر دندانم است. حتما شما باید غذاهای عراق را دست کم یک بار امتحان کنید.
504,موضوع امتحان انشاء درباره اوقات فراغت است. بعد از تمام شدن کلاس بچه‌ها الان داخل مدرسه استراحت میکنند. بعضی از آنها گردش و صحبت میکنند. باهم بازی میکنند. دو تا بچه وسط حیاط مدرسه مطالعه میکنند. چون فردا آنها یک امتحان دارند. وقتی بچه‌ها در مدرسه استراحت میکنند. استاد توی اداره دفتر درس میخواند.,موضوع امتحان انشاء درباره اوقات فراغت است. بعد از یک کلاس تمام شدن تمام شدن کلاس بچه‌ها الان توی داخل مدرسه استراحت میکنند. بعضی از آنها گردش و صحبت میکنند. بازی با هم باهم بازی میکنند. دو تا بچه وسط راه حیاط مدرسه مطالعه میکنند. چون فردا آنها یک امتحان دارند. وقتی بچه‌ها در مدرسه استراحت میکنند. استاد توی اداره دفتر دفتر درس میخواند.
505,موضوع امتحان انشاء دربارهی انتخاب شغل است. به نظر من، انتخاب شغل مردم با علاقهیشان بیشتر ارتباط دارد. مثلا پدر من کارمند است. و او کارش را خیلی دوست دارد. چون او همیشه به ماشین سازی علاقه دارد. و الان پدرم در یک شرکت ماشینسازی کار می‌کند. اما مادرم پزشک بود. الان او کاملا خانهدار است. چرا؟ چون وقتی او پزشک بود. او همیشه از کارش ناراحت میشد. بعد از مردن مردم در بیمارستان. به همین دلیل او کارش را عوض کرد. و الان او از کارش خوشحال است.,موضوع امتحان انشاء دربارهی انتخاب شغل است. به نظر من، انتخاب شغل مردم با علاقهیشان بیشتر ارتباط دارد. مثلا پدر من کارمند است. و او کارش را خیلی دوست دارد. چون او همیشه به ماشین سازی علاقه دارد. و الان پدرم در یک شرکت ماشینسازی کار می‌کند. اما مادرم پزشک بود. الان او کاملا یک خانهدار است. چرا؟ چون وقتی او پزشک بود. او همیشه از کارش ناراحت میشد. بعد از مردم مردن مردن مردم در بیمارستان. به همین دلیل او کارش را عوض کرد. و الان او از کارش خوشحال است.
506,من چه شغلی دوست دارم؟ آرایشگر آرایشگری و من الان یک آرایشگاه دارم. چون وقتی مردم مرتب و خوشحال از آرایشگاه بیرون میروند. من هم خوشحال هستم,چه شغل دوست دارم؟ آرایشگر و من الان یک آرایشگاه دارم. چون وقتی مردم مرتب و خوشحال به بیرون از آرایشگاه از آرایشگاه بیرون میروند. من هم خوشحال م هستم
507,من آمنه هستم. امروز جمعه است. امروز بعد از ظهر من به کلاس میروم. کلاسما ساعت یک و نیم شروع میشود. وقتی من به کلاس میرسم. تقریبا پنج دقیقه کلاس من شده است امروز استادم خوشحال است . پس به ما اجازه میدهد. از کلاس به حیاط ورزش برویم ما خوشحال میشویم. پس ما دو نفر دونفر جدا میشویم بعضی توپ بازی میکنند.6 بعضی با ؟؟؟ بازی میکنند. بعضی دیگر گردش میکنند. بعضی درس میخوانند. همه هم کلاسیها خوشحال هستند,من آمنه هستم. امروز جمعه است. امروز بعد از ظهر من به کلاس میروم. کلاسما ساعت یک و نیم شروع میشود. وقتی من به کلاس میرسم. تقریبا پنج دقیقا کلاس من شروع شد امروز استادم خوشحال شد . پس به ما اجازه میدهد. از کلاس به جای ورزش میآییم ما خوشحال میشویم. پس ما دو نفر دونفر جدا میکنیم بعضی توپ باز میکنند.6 بعضی با ؟؟؟ باز میکنند. دیگر آدم گردش میکنند. بعضی درس میخوانند. همه هم کلاسی کلاسیها خوشحال میشویم هستند
508,من داوود هستم. امسال برای یادگرفتن فارسی به ایران آمدهام. پدر من پزشک است. مادر من معلم است. برادر بزرگ من کارگر است. خواهرم فروشنده است. من دانشجو هستم. همه خانوادهام کارشان را دوست دارند. به نظر من پزشکی در دنیا بهترین شغل است. یعنی میتوانند به مردم کمک کند. بعضی هم خوب درآمد میگیرند اما این کار برای پدر خیلی ناراحتکننده است. دوست ندارد که می بیند کسی در بیمارستان میمیرد. گاهی کسی در بیمارستان میمیرد او زود به خانه برمیگردد آن موقع چند ساعت}طول میکشید و با خانوادهام حرف نمی‌زد}. خودش در اتاق میماند . من هم میخواهم پزشکی opt بخوانم. این خبر را من هم به پدر دادم . پدر گفت دو سال بعد به من درس میدهد. آن موقع من میتونم به مردم کمک کنم هم درآمد خوب بگیرم. بیمارستان منتظر من است. من حتما خوب درس میخوانم. پس در آن موقع من حتما در بیمارستان آخر سال پزشک میشوم بعد به مردم کمک می‌کنم.,من داوود هستم. امسال برای یادگرفتن به ایران آمدهام. پدر من پزشک است. مادر من معلم است. برادر بزرگ من کارگر است. خواهرم فروشنده است. من دانشجو هستم. همه خانوادهام کارش را دوست دارند. به نظر من پزشکی در دنیا بهتر است. بعضی میتوانند به مردم کمک کند. بعضی هم خوب درآمد میگیرد اما یک کار برای پدر خیلی ناراحت است. رو دوست ندارد که می بیند کسی که در بیمارستان میمیرد. گاهی کسی در بیمارستان مرد میمیرد او زود به خانه برمیگرد برمیگردد آن موقع چند سال ساعت}طول کشید میکشید و با خانوادهام حرف نمیزند نمی‌زد}. خودش در اتاق میمانند میماند . من هم میخواهم پزشک پزشکی درس opt بخوانم. این خبر را من هم به پدر میدهم دادم . پدر گفت دو سال بعد به من درس میدهد. آن موقع من میتونم به مردم کمک می‌کنم کنم هم درآمد خوب بگیرم. بیمارستان منتظر من است. من حتما خوب درس میخوانم. پس در آن موقع من حتما در بیمارستان آخر سال پزشک بشوم میشوم بعد به مردم کمک می‌کنم.
509,امروز روز خوبی است. و یک شنبه است. دانشجویان کلاس دارند. وقتی کلاس آنها تمام میشود. همه دانشجویان در بیرون حیاط بازی میکنند. دو تا دانشجو فوتبال بازی میکنند. و یک دانشجو آب میخورد. دو تا دانشجو کتاب فارسی را میخواندند. استاد آنها داخل کلاس تکلیف دانشجویان را نگاه می‌کند. همه دانشجوها خوشحال هستند,امروز روز خوبی است. و یک شنبه است. دانشجویان کلاس دارند. وقتی کلاس آنها تمام میشود. همه دانشجویان بیرون بازی میکنند. دو تا دانشجویان فوتبال را بازی میکنند. و یک دانشجو آب میخورد. دو تا دانشجویان کتاب طبیعت فارسی را درس میخواندند. استاد آنها توی داخل کلاس تکلیف دانشجویان را نگه نگاه می‌کند. هر همه دانشجو ها خوشحال میشود هستند
510,من عیسی هستم من چینی هستم. چین کشور خیلی بزورگ بزرگ -> بزرگی است. ولی چین هم خیلی پر جمعیت است من خانواده بزرگ دارم. خانواده خانوادهی من پدر، مادر ، سه تا خواهر و من هستیم پدر من کارمند است. مادر من خانهدار است. خواهر/ خواهرم خواهر/ خواهرم مترجم است. عربی به چینی. خواهر دوم من مترجم فارسی است.,من عیسی هستم من چینی هستم. چین کشور خیلی بزورگ -> ی است. ولی چینی هم خیلی پر جمعیت من خانه بزورگ دارم. خانواده ی من پدر، مادر ، سه تا خواهرها و من دارند پدر من کارمنده است. مادر من خانهدار است. خواهر/ م خواهر/ م مترجم است. برای عربی با به چینی. خواهرمن دوم دوم من مترجم فارسی است.
511,کوچکترین خواهرم کارمند است.,خواهرم کوچکترین کارمنده است.
512,خانواده -> خانوادهی من شغل خودشان را خیلی دوست دارند. بزورگترین بزرگترین خواهرم چند سال پیش به یک کشور عربی رفت برای عربی درس خواندن. او عربی را خیلی دوست دارد. بنابراین او مترجمی را دوست دارد. پدر من کارش مهم نیست. او همیشه تلفن بازی می‌کند. من فارسی میخوانم. تقریبا چند سال آینده من مترجم فارسی میشوم. چون من ایران و زبان فارسی را دوست دارم. بنابراین من شغلم را دوست دارم.,خانوادهها -> ی من شغل خودشان خیلی دوست دارند. خواهرم بزورگترین خواهرم چند سال پیش به کشور عربی رفت برای عربی درس خواندن. او عربی خیلی دوست دارد. برابراین او مترجم دوست دارد. پدر من کارش مهم نیست. او همیشه تلفن بازی می‌کند. من فارسی را درس میخوانم. تقریبا چند سال آینده من مترجم فارسی میشوم. چون من ایران و زبان فارسی دوست دارم. برابراین من شغل من شغلم دوست دارم.
513,امروز هوا آفتابی است. من من و دوستم در مدرسه با توپ بازی میکنیم. در بیرون حیاط پرچم وجود دارد. دو تا بچه در بیرون با هم کتاب میخوانند. و صحبت میکنند. معلم در دفتر کار می‌کند. دو تا بچه کنار دیوار صحبت میکنند. در بیرون دو درخت بلند و سبز هستند. کنار درخت دو تا بچه وجود دارند. یک بچه آب میخواهد یک بچه دیگر با آب بازی می‌کند. من و دوستم خوشحال هستیم.,امروز هوا آفتابی است. من در مدرسه و دوستم با توپ بازی میکنیم. در بیرون پرچم دارد. دو تا بچه در بیرون با کتاب میخوانند. و صحبت میکنند. معلم در دفتر کار کامل می‌کند. دو تا بچه کنار دیوار صحبت میکنند. در بیرون دو درخت بلند و سبز هستند. کنار درخت دو تا بچه دارند. یک بچه آب میخواهد دیگر یک بچه یک بچه دیگر با آب بازی می‌کند. من و دوستم خوشحال هستیم.
514,من ندا گی چین opt هستم. 16 سال دارم. من چینی هستم. الان من در ایران در شهر قزوین زندگی می‌کنم. من دانشجو هستم. من در مرکز زبان ، فارسی یاد میگیرم. خانوادهام در چین زندگی میکنند. پدر من تاجر است. کار او هر روز خیلی زیاد است. این کار را او دوست دارد. چون حقوقش خیلی زیاد است. مادر من خانهدار است. او آشپز خیلی خوب خوبی است. من خیلی دستپخت اش را دوست دارم. مادرم شغل خانهدار خانه داری} را هم دوست دارد. من یک برادر دارم. او 8 سال دارد. خیلی کوچک است. الان او دانشآموز است. درس او خیلی خوب است. من الان دانشجو هستم. بعد من در چین میخواهم مترجم بشوم. چون این کار را دوست دارم.,من گی چین ندا opt هستم. 16 سال دارم. من چینی هستم. الان من در ایران شهر قزوین زندگی می‌کنم. من دانشجو هستم. من در مرکز زبان فارسی یاد میگیرم. خانوادهام در چین زندگی میکنند. پدر من تاجر است. او هر روز کار خیلی زیاد است. این کار او دوست دارد. چون حقوقش خیلی زیاد است. مادر من خانهدار است. او آشپز خیلی خوب است. من خیلی دوست دارم. مادرم شغل خانهدار } هم دوست دارد. من یک برادر دارم. او 8 سال دارد. خیلی کوچک است. الان او دانشآموز است. او درس س او خیلی خوب است. من الان دانشجو هستم. بعد من در چین میخواهم مترجم بشوم. چون این کار دوست دارم.
515,امروز شنبه است. مدرسه تعطیل نیست. بچه‌ها به مدرسه میروند. بچه‌ها در بیرون کلاس هستند. دو بچه با هم کتاب فارسی میخوانند . دو بچه صحبت میکنند . دیگر اینکه دو بچه والیبال بازی میکنند و دو بچه با هم قدم میزنند -15. یک بچه لیوان آبش را پر می‌کند. دیگر یک بچه دارد زباله در سطل زباله میگذارد. معلم در کلاس است. و تکلیف بچه‌ها را میبیند. امروز روز خوبی است.,امروز شنبه است. مدرسه تعطیل نیست. بچه‌ها به مدرسه میروند. بچه‌ها در بیرون کلاس هستند. دو بچه با هم کتاب فارسی میخواند . دو بچه صحبت می‌کند . دیگه دو بچه والیبال بازی می‌کند و دو بچه با هم گردش میرود -15. یک بچه لیوانش آب را پر می‌کند. دیگه یک بچه دارد زباله سطل زباله میگذارد. معلم در کلاس است. و تکلیف بچه‌ها میبیند. امروز روز خوبی است.
516,من برای شما معرفی می‌کنم. که شغل خانوادهام چیست. خانوادهام الان در چین زندگی میکنند. پدرم تاجر است. و کفش میسازد. مادرم الان در خانه است و او خانه دار است. من همسر ندارم. من یک خواهر و یک برادر دارم. خواهر و برادرم با پد و مادرم زندگی میکنند. خواهرم در شهرمان درس میخواند. او دبیرستانی است. قبلا خواهرم خیلی خوب بود. ولی الان او خوب نیست. چون او حالا تلاش نمی‌کند. برادرم دانشآموز است. او در شهر دیگری درس میخواند. او خیلی خوب است. او و من بسکتبال را دوست داریم. من دانشجو هستم. الان من در قزوین زبان فارسی یاد میگیرم. من میخواهم رئیس شوم. به نظر من بهترین شغل دنیا ریاست است. چون به نظرمن رئیس آزاد است. من آزادی را دوست دارم. اینچنین خانوادهام میتوانند زندگی کنند بنابراین الان من باید تلاش کنم.,من برای شما معرفی می‌کنم. که شغل خانوادهام چیست. خانوادهام الان در چین زندگی میکنند. پدرم تاجر است. و کفش میسازد. مادرم الان در خانه است و او خانه دار است. من همسر را ندارم. من یک خواهر و یک برادر دارم. خواهر و برادرم با پد و مادرم زندگی میکنند. خواهرم در شهرمان درس میخواند. او دبیرستانی است. قبلا خواهرم خیلی خوب بود. ولی الان او خوب نیست. چون او حالا تلاش نمی‌کند. برادرم دانشآموز است. او در شهر دیگر دیگری درس میخواند. او خیلی خوب است. او و من بسکتبال را دوست داریم. من دانشجو هستم. الان من در قزوین زبان فارسی یاد میگیرم. من میخواهم رئیس شوم. به نظر من بهترین شغل دنیا رئیس ریاست است. چون به نظرمن رئیس آزاد است. من آزاد آزادی را دوست دارم. چنین اینچنین خانوادهام میتوانند زندگی میکنند کنند بنابراین الان من باید تلاش کنم.
517,دیشب دوستان ایرانی به من زنگ زدند . دوستم گفت میخواهد به کشور من سفر کند. من در شهر پکن در چین زندگی می‌کنم. همینجا هم کار می‌کنم. شهر پکن پایتخت چین است. پکن 8000000 نفر جمعیت دارد و هوا خیلی خوب است. فصل چهل دارد در شهر پکن جاهای مسافرتی_گردشگری خیلی زیادی وجود دارد. مثلا جاهای گردشگری مانند chang cheng و tian an men وجود دارد. کشور چین غذای خیلی زیادی دارد دوستم خیلی پکن را دوست دارد. دوستم گفت شهر پکن ؟؟؟ دوستان است.,دیشب دوستان ایرانی به من زنگ زد . دوستم گفت میخواهد به کشور من سفر کند. من در چین شهر پکن زندگی می‌کنم. همینجا هم کار می‌کنم. شهر پکن را پایتخت چین است. پکن 8000000 پر نفر جمعیت دارد و هوا خیلی خواب خوب است. فصل چهل دارد در شهر پکن مسافرت گاه جاهای مسافرتی_گردشگری خیلی زیاد زیادی وجود دارد. مثلا مسافرتگاه جاهای گردشگری اسم مانند chang cheng و tian an men وجود دارد. کشور چین غذا غذای خیلی زیاد زیادی بود دارد دوستم خیلی پکن را دوست دارد. دوستم گفت شهر پکن بیتر ؟؟؟ دوستان است.
518,این عکس دربارهی مدرسه است. امروز هوا خیلی خوب است. بعضی بچه‌ها دارند درس میخوانند. بعضی بچه‌ها فوتبال بازی میکنند. پرچم ایرانی سه رنگ دارد. سبزی -> سبز و سفید و قرمز دارد. بعضی بچه‌ها صحبت میکنند. بعضی بچه‌ها آب میخورند. در مدرسه درخت و سطل آشغال و دستگاه آب سرد کن دارد. این مدرسه چهار کلاس دارد. معلم تو کلاس به بچه‌ها درس میدهد .,این عکس مدرسهی دربارهی است. امروز هوا خیلی خواب است. بعضی بچه‌هاشان دن درس میخوانند. بعضی بچه‌هاشان در فوتبال بازی میکنند. پرچم ایرانی سه رنگی رنگ دارد. سبضی سبزی -> سبز و سفید و قرمز دارد. بعضی بچه‌هاشان صحبت میکنند. بعضی بچه‌هاشان آب میخورند. در مدرسه درخت و سطل آشغال و دستگاه آکن آب سرد کن دارد. این مدرسه چهار همکلاس کلاس دارد. معلم تو همکلاس کلاس به بچه‌هاشان درس میدهند میدهد .
519,آب و هوا هوای}کشورم در فصل زمستان معتدل و خنک است. ولی در فصل تابستان خیلی گرم است. در کشور عراق درختها درختهای}زیادی وجود دارند. و کوه هم وجود دارد. در شهر کربلا حضرت امام الحسین(ع) و ابوالفضل العباس هستند. هر دو کشور در قاره آسیا هستند. شهر کربلا یکی از مهم-ترین شهرهای کشور عراق است. در کشور عراق آثار تارخی و باستانی زیاد زیادی وجود دارد. درکشورم کارخانهها کم وجود دارند. عربی نه تنها زبان مردم عراق است. بلکه در کشورهای سوریه و مصر و تونس هم صحبت میکنند. اقوام متعدد و زیادی مثل ارمنی کرد ؟؟؟ وجود دارد. در عراق لباس بلند میپوشند. غذاهای در عراق / در عراق غذاهای متنوع وجود دارد. بریانی و دولمه و قیمه و کباب از خوشمزه ترین غذاهای کشور عراق است.,آب و هوا }کشورم معتدل و خنک در فصل زمستان است. ولی در فصل تابستان خیلی گرم است. در کشور عراق درختها }زیادی وجود دارند. و کوه هم وجود دارد. در شهر کربلا حضرت امام الحسین(ع) و ابوالفضل العباس هستند. هر دو کشورم و کشور ایران در قاره آسیا هستند. شهر کربلا یکی از مهم-ترین شهرهای کشور عراق است. در کشور عراق آثار تارخی و باستانی زیاد وجود دارد. درکشورم کارخانههای کم وجود دارند. عربی نه تنها زبان مردم عراق است. بلکه در کشورهای سوریه و مصر و تونس هم صحبت میکنند. اقوام متعدد و زیادی مثل ارمنی کرد ؟؟؟ وجود دارد. در عراق لباس بلند میپوشند. غذا عراق / عراق غذاهای متنوع وجود دارد. بریانی و دولمه و قیمه و کباب خوشمزه ترین غذاهای کشور عراق است.
520,زهرا با فاطمه به مدرسه رفت . زهرا و فاطمه دانشآموز هستند. بعد از تمام شدن کلاس به حیاط رفتند. زهرا و فاطمه با کتاب درس میخوانند با یکی از دوستانش و ما والیبال بازی میکنند و کنار زهرا و فاطمه دو تا دختر حرف میزنند . یک دختر زباله در سطل اشغال میاندازد. یک دختر آب میخورد. در حیاط پرچم کشور ایران است. در حیاط دو تا درخت وجود دارد.,زهرا با فاطمه به مدرسه رفتند . زهرا و فاطمه دانشآموز هستند. بعد از تمام شدن کلاس به حیاط رفتند. زهرا و فاطمه با کتاب درس میخوانند با یکی از دوستانش ما والیبال بازی میکنند و کنار زهرا و فاطمه دو تا دختر حرف میزند . یک دختر زباله در سطل اشغال میاندازد. یک دختر آب میخورد. در حیاط پرچم کشور ایران است. در حیاط دو تا درخت وجود دارد.
521,خانواده من پانزده نفر دارد پدرم و مادرم و پنج برادرم و سه خواهرم . سه خواهرم ازدواج کردند و سه برادرم هم ازدواج کردند . اما دو تا برادرم تاکنون ازدواج نکردهاند}.چون خانهما کوچک است و پول کافی نداریم. برادر پزشکم سه بچه دارد. و برادر دومم هم سه بچه دارد. به جز برادر سومم تاکنون بچهی ندارد. کار برادر بزرگم سپاس دو حشد شیعی بسیج عراق کار است . و برادر دومم در محل تعمیرات فروشگاه کار می‌کند,خانواده من پانزده نفر دارم پدرم و مادرم و پنج برادرم و سه خواهرم دارم . سه خواهرم ازدواج میکردند کردند و سه برادرم هم ازدواج میکردند کردند . اما دو تا برادرم تاکنون ازدواج نمیکنند نکردهاند}.چون خانهما کوچک است و پول کافی نداریم. برادرم پزشک برادر پزشکم سه بچه‌ها بچه دارد. و برادرم دوم برادر دومم هم سه بچه‌ها بچه دارد. به جز برادرم سوم برادر سومم تاکنون بچهی ندارد. کار برادرم بزرگ برادر بزرگم سپاس دو حشد شیعی بسیج عراق کار میکرده است است . و برادرم دوم برادر دومم در محل تعمیرات فروشگاه کار میکردهاست می‌کند
522,و برادر سومم واقعا مریض است و در خانه ما می نشیند. همهی افراد خانوادهام حقوق و درآمد از کشور نمیگیرند . پدرم و مادرم پیر هستند . آنها شغل آزاد دوست دارند. چون این شغل مهم برای مناعت شخصیت انسان است و من آنها را خیلی دوست دارم,و برادرم سوم واقعا مریض بود و در خانه ما می نشیند. همهی افراد خانوادهام حقوق و درآمد از کشور نمیگرفتند . پدرم و مادرم پیر هست . آنها به شغل آزادی آزاد دوست دارند. و به جز من به کار استاد دوست دارم. چون این شغل مهم برای مناعت شخصیت انسان است و من به آنها را خیلی دوست دارند دارم
523,؟؟؟به خدا دلم برای آنها تنگ شده است آنها امیدوارند در آینده من استاد خوب میشوم شوم به نظرمن شغل معلم و استاد در دنیا خیلی مهمترین مهم است. زیرا این شغل برای زندگی مهم است اما شغل من پیش ؟؟؟ آمدم استاد درس جنگ نرم یعنی اقتصادی سیاسی و فرهنگی است. این درس به (حشد شیعی) زیادتر میدهم.,؟؟؟به خدا دلم برای آنها تنگه شد آنها آن امیدوار امیدوارند در آینده من استاد خوب میشوم شوم به نظرمن شغل معلم و استاد در دنیا خیلی مهمترین مهم است. زیرا این شغل مهم برای زندگی برای زندگی مهم میکنیم است اما شغل من پیش ؟؟؟ آمدم استاد درس جنگ نرم یعنی اقتصادی سیاسی و فرهنگی است. این درس به (حشد شیعی) زیادتر میدهم.
524,در این عکس مدرسه میبینم. داخل حیاط مدرسه دانشآموزان هستند. مدرسه مخصوص دختران است دانشآموزان در حال استراحت هستند . در این عکس پرچم کشور ایران است. و نزدیک پرچم ایران دو تا درخت هست . در فیلم مدرسه پانزده دانشآموزان وجود دارند. دو تا دختر فوتبال بازی میکنند. و دو تا دختر درس میخوانند. و یک دختر میخواهد آب بخورد. دو تا دختر صحبت میکنند. و یک دختر نزدیک سطل اشغال است. کنار حیاط مدرسه چهار کلاس وجود دارد . در یک کلاس معلم چیزی را مینویسد. همه دانشآموزان یک رنگ لباس میپوشند. و عقب معلم دو تا عکس روی دیوار هستند. عکس اول امام خمینی و عکس دوم رهبر ایران است.,در این عکس مدرسه میبینم. توی حیاط مدرسه دانشآموزان هستند. مخصوصی دختران دارند دانشآموزان در مورد وضعیت استراحت میکنند هستند . در این عکس پرچم کشور ایران است. و نزدیک پرچم ایران دو تا درختان درخت هستند هست . در فیلم مدرسه پانزده دانشآموزان وجود دارند. دو تا دختر به فوتبال بازی میکنند. و دو تا دختر درس میخوانند. و یک دختر میخواهد آب بخورد. دو تا دختر صحبت میکنند. و یک دختر نزدیک سطل اشغال است. کنار حیاط مدرسه چهار کلاس وجود دارند دارد . در یک کلاس معلم چیزی را مینویسد. همه دانشآموزان یک رنگ لباس میپوشند. و عقب معلم دو تا عکس روی دیوار هستند. عکس اول امام خمینی و عکس دوم قائد قاضائی رهبر ایران است.
525,من احمد هستم. من با خانوادهام در شهر بغداد زندگی می‌کنم من هم دو برادر دارم. هم دو خواهر. شغل اعضای خانوادهام: پدرم بازنشسته است. برادر بزرگم کارمند است. و برادرم برادر کوچکم راننده است. شغل مادرم و دو خواهرم خانه داری است. شغل آنها را دوست ندارم. چون شغلشان خیلی سخت است. در آینده امیدوارم معلم استاد دانشگاه داشته باشم بشوم واقعا من الان ؟؟؟ برای درس خواندن بعد زبان فارسی یاد میگیرم. من سعی می‌کنم. به دانشگاه تهران بروم. انشاالله بعد از اینکه فوق لیسانسام}تمام شود من به عراق بر میگردم. امیدوارم استاد دانشگاه بشوم به نظر من شغل معلم دانشگاه از بهترین شغلها در جهان است.,من احمد هستم. من با خانوادهام در شهر بغداد زندگی میکنند من هم دو برادر دارم. هم دو خواهر. شغل اعضای خانوادهام: پدرم بازنشسته است. برادرم بزرگم کارمند است. و برادرم کوچکم رانندگی است. شغل مادرم و دو خواهرم خانه داری است. نه شغل آنها را دوست ندارم. چون شغلشان خیلی سخت است. در آینده امیدوارم معلم استاد دانشگاه داشته باشم بشوم واقعا من الان ؟؟؟ برای درس خواندن بعد زبان فارسی یاد میگیرم. من سعی می‌کنم. به دانشگاه تهران بروم. انشاالله بعد از اینکه فوق لیسانس فوق لیسانسام}تمام میشود شود من به عراق بر میگردم. امیدوارم استاد دانشگاه داشته باشم بشوم به نظر من شغل معلم دانشگاه از بهترین شغل شغلها در جهان است.
526,من یک خانوادهتان خانوادهی بزرگ دارم. پدرم، مادرم، خواهرم و برادرم. پدرم آشپز است. او آشپزی را دوست دارد. او همیشه در خانه آشپزی می‌کند. مادرمن خانهدار است. او بچه‌ها را خیلی دوست دارد.,من یک بزرگ خانوادهتان ی بزرگ دارم. پدرم، مادرم، خواهرم و برادرم. پدرم آشپز است. او آشپزی دوست دارد. او همیشه در خانه آشپزی غذا می‌کند. مادرمن خانهدار است. او از بچه‌ها خیلی دوست دارد. او قبل استاد خواهد.
527,ولی برای من خواهرم، برادرم، او خانه دار است. برادر من تاجر است. او برای فارسی ... او دو تا شرکت دارد. برای برادرم ، من به ایران آمدم. الان من دانشجو هستم . آینده من در شرکت برادرم کار می‌کنم. من ایران را خیلی دوست دارم. من به فارسی علاقه دارم. خواهر من دانشجو است. برای موسیقی. او به موسیقی علاقه دار. او خیلی خوب میخواند استادی بهترین شغل است. استادی شغل خیلی خوبی است. استاد میتواند درس بدهد. زیاد دانشجویان زیادی خوب میشوند. استاد بهترین شغل است. من استاد خیلی دوست دارم.,ولی برای من خواهرم، برادرم، او خانه دار است. برادر من تاجر است. او برای فارسی او دو تا شرکت دارد. برای برادرمن من در ایران آمدم. الان من دانشجو است . آینده من در شرکتی برادر کار می‌کنم. من ایران خیلی دوست دارم. من به فارسی علاقه دارم. من خواهر دانشجو است. برای موسیقی. او به موسیقی علاقه دار. او موسیقی خیلی خوب میخواد میخواند استاد استادی بهترین شغل است. استاد استادی شغل خیلی خوب خوبی است. استاد میتونند میتواند درس بدهد. زیاد زیادی دانشجویان دانشجویان زیادی خوب میشوند. استاد بهترین شغل است. من استاد خیلی دوست دارم.
528,در این عکس دانشآموزان در حیاط استراحت میکنند. دو دختر کتاب در دستشان گرفتهاند . دو دختر فوتبال بازی میکنند. یک دختر لیوان را پر آب می‌کند . یک دختر در حیاط میایستد. یک دختر به سطل اشغال کاغذ میاندازد. دو دختر درمورد امتحان صحبت میکنند. در عکس پرچم ایران است، پرچم سه رنگ دارد. سبز ، سفید و قرمز است. در عکس چهار پنجره وجود دارد. در حیاط مدرسه دو درخت سبز وجود دارد. داخل پنجره پایین یک استاد نشسته است,در این عکس دارد دانشآموزان در حیاط استراحت میکنند. دو دختر کتاب در دستشان میگیرند گرفتهاند . دو دختر فوتبال بازی میکنند. یک دختر به لیوان را پر آب میگیرد می‌کند . یک دختر در حیاط میایستد. یک دختر به سطل اشغال کاغذ میاندازد. دو دختر برای درمورد امتحان صحبت میکنند. در عکس پرچم ایران است، پرچم سه رنگ دارد. سبز ، سفید و قرمز است. در عکس چهار پنجره وجود دارد. در حیاط مدرسه دو درخت سبز وجود دارد. داخل پنجره پایین یک استاد مینشیند نشسته است
